id,course_code,course_title
2060,MATLS 3B03,Manufacturing Engineering of Multifunctional and Biomedical Materials
2061,MATLS 3C03,Applied Thermodynamics
2062,MATLS 3E04,Mass Transfer
2063,MATLS 3F03,High-Temperature Materials Production
2064,MATLS 3J03,Statistical Methods for Materials Engineers
2065,MATLS 3M03,Mechanical Behaviour of Materials
2066,MATLS 3MF3,Materials Fabrication
2067,MATLS 3Q03,Materials for Electronic Applications
2068,MATLS 3T04,Phase Transformations
2069,MATLS 4B03,Biomaterials and Tissue Engineering
2070,MATLS 4C03,Modern Iron and Steelmaking
2071,MATLS 4D03,Corrosion and its Control
2072,MATLS 4EX1 ,Engineering Report for Exchange Students
2073,MATLS 4FF3,"Synthesis, Applications and Environmental Impact of Nanomaterials"
2074,MATLS 4G03,Characterization of Nanomaterials
2075,MATLS 4H03,X-ray Analysis and Functional Properties of Polycrystalline and Thin Film Materials
2076,MATLS 4I03,Sustainable Manufacturing Processes
2077,MATLS 4K06 ,Senior Research Project
2078,MATLS 4LA2,Heat-Treatable Al Alloys
2079,MATLS 4LB2,Synthesis and Characterization of Biomedical Coatings
2080,MATLS 4LF2,"Synthesis, Properties and Application of Thin Films"
2081,MATLS 4LS2,Physical Metallurgy of Steels
2082,MATLS 4ML3,Applications of Machine Learning to Materials and Chemical Engineering
2083,MATLS 4MS4,Materials Selection in Design
2084,MATLS 4NN3,Computational Modelling in Materials Engineering at the Nano-scale
2085,MATLS 4NP3,Computational Modelling in Materials Engineering at the Process-Scale
2086,MATLS 4P03,Properties of Polymeric Materials
2087,MATLS 4Q03,Materials for Sensors in Big Data and AI Systems
2088,MATLS 4T03,Properties and Processing of Composites
2089,MATLS 4Y03,Advanced Biomaterials: Applications and Characterization
2090,MATLS 4Z06 ,Materials Engineering Capstone
2091,MATH 1A03,Calculus For Science I
2092,MATH 1AA3,Calculus For Science II
2093,MATH 1B03,Linear Algebra I
2094,MATH 1C03,Introduction to Mathematical Reasoning
2095,MATH 1F03,Introduction to Calculus and Analytic Geometry
2096,MATH 1K03,Advanced Functions
2097,MATH 1LS3,Calculus for the Life Sciences I
2098,MATH 1LT3,Calculus for the Life Sciences II
2099,MATH 1MM3,Applied Calculus
2100,MATH 1MP3,Introduction to Mathematical Scientific Computation
2101,MATH 1X03,Calculus for Math and Stats I
2102,MATH 1XA3,Proofs in Calculus
2103,MATH 1XX3,Calculus for Math and Stats II
2104,MATH 1ZA3,Engineering Mathematics I
2105,MATH 1ZB3,Engineering Mathematics II-A
2106,MATH 1ZC3,Engineering Mathematics II-B
2107,MATH 2C03,Introduction to Differential Equations
2108,MATH 2ET3,Theory and Practice of Teaching Mathematics
2109,MATH 2FM3,Introduction To Mathematical Finance
2110,MATH 2LA3,Applications of Linear Algebra
2111,MATH 2R03,Theory of Linear Algebra
2112,MATH 2UU3,Numbers for Life
2113,MATH 2X03,Advanced Calculus I
2114,MATH 2XX3,Advanced Calculus II
2115,MATH 2Z03,Engineering Mathematics III
2116,MATH 2ZZ3,Engineering Mathematics IV
2117,MATH 3A03,Real Analysis I
2118,MATH 3B03,Geometry
2119,MATH 3C03,Mathematical Physics I
2120,MATH 3CY3,Cryptography
2121,MATH 3D03,Mathematical Physics II
2122,MATH 3DC3,Discrete Dynamical Systems and Chaos
2123,MATH 3ET3 ,Mathematics Teaching Placement
2124,MATH 3F03,Ordinary Differential Equations
2125,MATH 3FF3,Partial Differential Equations
2126,MATH 3FM3,Mathematics of Finance
2127,MATH 3G03,Problem Solving
2128,MATH 3GR3,Abstract Algebra
2129,MATH 3H03,Number Theory
2130,MATH 3I03,Partial Differential Equations for Engineering
2131,MATH 3IA3,Introduction to Analysis
2132,MATH 3MB3,Introduction to Modelling
2133,MATH 3NA3,Numerical Linear Algebra
2134,MATH 3QC3,Introduction to Quantum Computing
2135,MATH 3T03,Inquiry in Topology
2136,MATH 3TP3,Truth and Provability
2137,MATH 3U03,Combinatorics
2138,MATH 3V03,Graph Theory
2139,MATH 3X03,Complex Analysis I
2140,MATH 3Z03,Inquiry: History of Mathematics
2141,MATH 4A03,Real Analysis II
2142,MATH 4AT3,Topics in Analysis
2143,MATH 4B03,Calculus on Manifolds
2144,MATH 4BT3,Topics in Geometry
2145,MATH 4E03,Galois Theory
2146,MATH 4ET3,Topics in Algebra
2147,MATH 4FM3,Financial Markets and Derivatives
2148,MATH 4FT3,Topics in Differential Equations
2149,MATH 4GR3,Groups and Rings
2150,MATH 4L03,Introduction to Mathematical Logic
2151,MATH 4LT3,Topics in Logic
2152,MATH 4MB3,Mathematical Biology
2153,MATH 4NA3,Numerical Methods for Differential Equations
2154,MATH 4P06 ,Senior Research Project
2155,MATH 4TT3,Topics in Topology
2156,MATH 4W03,Reading in Mathematics
2157,MATH 4WW3,Reading in Mathematics II
2158,MATH 4X03,Complex Analysis II
2159,MATH 5GT3,Graduate Level Topics in Mathematics
2160,MELD 1M00,Mentorship Lab 1
2161,MELD 1MM0,Mentorship Lab 2
2162,MELD 1Q03,Critical and Analytic Reading
2163,MELD 1QQ3,"Grammar, Structure and University Writing"
2164,MELD 1R03,Aural Communication and Academic Culture
2165,MELD 1RR3,Oral Communication for Academic and Social Interactions
2166,MELD 1S03,"Critical Reading, Research and Academic Vocabulary"
2167,MELD 1SS3,"Academic Writing, Reporting and Research"
2168,MELD 1T03,Cross-Cultural Perspectives on Language and Language Learning
2169,MELD 1TT3,Oral Communication for Academic Discourse
2170,MECHENG 2B03,Mechanical Engineering Measurements
2171,MECHENG 2BA3,Mechanical Engineering Measurements
2172,MECHENG 2C04,Mechanical Engineering Design Project I
2173,MECHENG 2D03,Mechanical Engineering Design Elements
2174,MECHENG 2DA3,Mechanical Engineering Design Elements
2175,MECHENG 2P04,Statics and Mechanics of Materials
2176,MECHENG 2Q04,Engineering Mechanics: Kinetics and Dynamics
2177,MECHENG 2W04,Thermodynamics
2178,MECHENG 3A03,Engineering Mechanics
2179,MECHENG 3C03,Manufacturing Engineering
2180,MECHENG 3E03,Mechanical Engineering Design Theory
2181,MECHENG 3F04,Modelling and Numerical Solutions
2182,MECHENG 3M03 ,Composite Laboratory I
2183,MECHENG 3O04,Fluid Mechanics
2184,MECHENG 3R03,Heat Transfer
2185,MECHENG 4AA3,Aerodynamics
2186,MECHENG 4B03,Topics in Product Development
2187,MECHENG 4BB3,Biomechanics
2188,MECHENG 4BF3,Biofluid Mechanics
2189,MECHENG 4C03,Production Systems Engineering
2190,MECHENG 4CC3,Experimental and Computational Biomechanics
2191,MECHENG 4D03,Manufacturing Processes (Metal Removal)
2192,MECHENG 4DD3,Introduction to Surface Engineering in Manufacturing
2193,MECHENG 4E03,Microelectromechanical Systems (MEMS)
2194,MECHENG 4ES3,Energy Storage
2195,MECHENG 4FM3,Advanced Instrumentation and Sensing for Thermo-Fluids
2196,MECHENG 4H03,Mechatronics
2197,MECHENG 4I03,Noise Analysis and Control
2198,MECHENG 4J03,Introduction to Computational Fluid Mechanics and Heat Transfer
2199,MECHENG 4K03,Robotics
2200,MECHENG 4M06 ,Mechanical Engineering Capstone Design Project
2201,MECHENG 4N03,Nanobio Engineering
2202,MECHENG 4O04,Sustainable Energy Systems
2203,MECHENG 4P03 ,Composite Laboratory II
2204,MECHENG 4Q03,Mechanical Vibrations
2205,MECHENG 4R03,Control Systems
2206,MECHENG 4S03,Incompressible Flow
2207,MECHENG 4SS3,Smart Systems
2208,MECHENG 4T03,Finite Element Applications
2209,MECHENG 4U03,Compressible Flow and Turbomachinery
2210,MECHENG 4V03,Thermo-Fluids Systems Design and Analysis
2211,MECHENG 4W03,Air Conditioning and Refrigeration Systems
2212,MECHENG 4X04 ,Independent Research Project
2213,MECHENG 4Y03,Internal Combustion Engines
2214,MECHENG 4Z03,CAD/CAM/CAE
2215,MECHTRON 2MD3,Data Structures and Algorithms for Mechatronics
2216,MECHTRON 2MP3,Programming for Mechatronics
2217,MECHTRON 2TA4,Embedded Systems Design I
2218,MECHTRON 3DX4,Dynamic Models and Control of Physical Systems
2219,MECHTRON 3K04,Software Development
2220,MECHTRON 3MX3,Signals and Systems
2221,MECHTRON 3TB4,Embedded Systems Design II
2222,MECHTRON 3X03,Scientific Computation
2223,MECHTRON 4AA4,Real-Time Systems and Control Applications
2224,MECHTRON 4AX3,Predictive and Intelligent Control
2225,MECHTRON 4TB6 ,Mechatronics Capstone Design Project
2226,MEDIAART 1A03,Media Arts
2227,MEDIAART 2A06,Design & Code
2228,MEDIAART 2B06,Time-Based Media
2229,MEDIAART 2DF3,Design Fundamentals
2230,MEDIAART 2G03,Digital Audio
2231,MEDIAART 3AN3,Animation
2232,MEDIAART 3B03,Digital Cultures
2233,MEDIAART 3BB3,New Media Art Practices
2234,MEDIAART 3C03,Interactive and Spatial Audio
2235,MEDIAART 3D03,"Interface, Code, Data"
2236,MEDIAART 3DS3,Documentary Strategies
2237,MEDIAART 3EE3,Graphic Design
2238,MEDIAART 3EW3,Environmental and Wildlife Photography
2239,MEDIAART 3I03,Narrative Strategies
2240,MEDIAART 3K03,Game Studies
2241,MEDIAART 3L03,Game Design
2242,MEDIAART 3MU3,"Musics, Technologies and Audio Cultures"
2243,MEDIAART 3PC3,Photographic Collage and Composite Images
2244,MEDIAART 3S03,Sound and Image
2245,MEDIAART 3VA3,Video Art and Digital Cinema
2246,MEDIAART 3Z03,Production and Critique
2247,MEDIAART 4F03,Topics in Media Arts Production
2248,MEDIAART 4ST6 ,Senior Thesis Research and Production
2249,MEDPHYS 1A03,Physics in Medicine and Biology
2250,MEDPHYS 3C03,Operational Health Physics: Laboratory & Communication
2251,MEDPHYS 4B03,Radioactivity and Radiation in Medical Physics
2252,MEDPHYS 4D03,Imaging in Medicine and Biology
2253,MEDPHYS 4F03,Fundamentals of Health Physics
2254,MEDPHYS 4I03,Introduction to Biophotonics
2255,MEDPHYS 4RA3,Radiation and Radioisotope Methodology I
2256,MEDPHYS 4RB3,Radiation and Radioisotope Methodology II
2257,MEDPHYS 4T03,Clinical Applications of Physics in Medicine
2258,MEDPHYS 4U03,Radiation Biology
2259,MEDPHYS 4Y06 ,Senior Research Project
2260,MEDRADSC 1B03,Introduction to Pathology
2261,MEDRADSC 1C03,Introduction to Physics for Medical Radiation Sciences
2262,MEDRADSC 1E03,Inquiry in Medical Radiation Sciences
2263,MEDRADSC 1F03,Professions in Medical Radiation Sciences
2264,MEDRADSC 2A03,Patient Care
2265,MEDRADSC 2AA3,Imaging Procedures in Health Care
2266,MEDRADSC 2D03,Relational Anatomy I
2267,MEDRADSC 2G03,Radiographic Skills I
2268,MEDRADSC 2H03,Radiographic Skills II
2269,MEDRADSC 2I03,Pathology and Procedures I
2270,MEDRADSC 2J15,Radiography Clinical Practicum I
2271,MEDRADSC 2K03,Applied Sonographic Physics and Instrumentation I
2272,MEDRADSC 2L03,Abdominal Ultrasonography I
2273,MEDRADSC 2M03,Obstetrical and Gynecologic Ultrasonography I
2274,MEDRADSC 2N03,Sonographic Skills I
2275,MEDRADSC 2O03,Abdominal Ultrasonography II
2276,MEDRADSC 2P03,Obstetrical and Gynecological Ultrasonography II
2277,MEDRADSC 2Q03,Sonographic Skills II
2278,MEDRADSC 2R15,Ultrasonography Clinical Practicum I
2279,MEDRADSC 2RA3,Relational Anatomy II
2280,MEDRADSC 2S03,Clinical Oncology I
2281,MEDRADSC 2T03,Clinical Oncology II
2282,MEDRADSC 2U03,Radiation Therapy Skills I
2283,MEDRADSC 2V15,Radiation Therapy Clinical Practicum I
2284,MEDRADSC 2W03,Physics and Instrumentation for Radiation Therapy
2285,MEDRADSC 2X03,Radiobiology and Protection
2286,MEDRADSC 2Y03,Radiographic Imaging and Instrumentation I
2287,MEDRADSC 2ZZ0,Pre-Clinical Professional Skills Reassessment I
2288,MEDRADSC 3AA3,Interdisciplinary Health Care
2289,MEDRADSC 3B03,Quality Management in Medical Radiation Sciences
2290,MEDRADSC 3DA3,Advanced Studies in Computed Tomography
2291,MEDRADSC 3DE3,Introduction to Magnetic Resonance Imaging
2292,MEDRADSC 3DJ3,Pediatric Sonography
2293,MEDRADSC 3G03,Radiographic Imaging and Instrumentation II
2294,MEDRADSC 3H03,Quality Control in Radiography
2295,MEDRADSC 3J03,Pathology and Procedures II
2296,MEDRADSC 3K03,Computed Tomography
2297,MEDRADSC 3L03,Radiographic Skills III
2298,MEDRADSC 3LA3,Radiation Therapy Skills II
2299,MEDRADSC 3LB3,Radiation Therapy Skills III
2300,MEDRADSC 3M03,Abdominal Ultrasonography III
2301,MEDRADSC 3N03,Vascular Ultrasonography
2302,MEDRADSC 3O03,Sonographic Skills III
2303,MEDRADSC 3P03,Obstetrical and Gynecologic Ultrasonography III
2304,MEDRADSC 3Q03,Applied Sonographic Physics and Instrumentation II
2305,MEDRADSC 3R03,Musculoskeletal Ultrasonography
2306,MEDRADSC 3S03,Treatment Planning I
2307,MEDRADSC 3V03,Treatment Planning II
2308,MEDRADSC 3X03,Research Methods in Medical Radiation Sciences
2309,MEDRADSC 3Y03,Ethics for Medical Radiation Sciences
2310,MEDRADSC 3Z06,Research Project
2311,MEDRADSC 3ZZ0,Clinical Skill Development for Professionals
2312,MEDRADSC 4A15,Radiography Clinical Practicum II
2313,MEDRADSC 4B15,Radiography Clinical Practicum III
2314,MEDRADSC 4C15,Ultrasonography Clinical Practicum II
2315,MEDRADSC 4D15,Ultrasonography Clinical Practicum III
2316,MEDRADSC 4E15,Radiation Therapy Clinical Practicum II
2317,MEDRADSC 4F15,Radiation Therapy Clinical Practicum III
2318,MEDRADSC 4ZZ0,Pre-Clinical Professional Skills Reassessment II
2319,MIDWIF 1D03,Midwifery The Profession I
2320,MIDWIF 1F03,Introduction to Research Methods and Critical Appraisal
2321,MIDWIF 1G03,Midwifery The Profession II
2322,MIDWIF 2F03,Pharmacotherapy
2323,MIDWIF 2G06,Clinical Skills for Midwifery Practice
2324,MIDWIF 2H15,Normal Childbearing
2325,MIDWIF 2M15,Fundamentals in Midwifery 1
2326,MIDWIF 3F03,Midwifery Issues
2327,MIDWIF 3H15,Complex Care I
2328,MIDWIF 3M01,Elective Placement
2329,MIDWIF 3M03 ,Advanced Clinical Skills I & II
2330,MIDWIF 3M09,Fundamentals in Midwifery 3
2331,MIDWIF 3N15,Fundamentals in Midwifery 2
2332,MIDWIF 4A15,Complex Care II
2333,MIDWIF 4B15,Midwifery Clerkship
2334,MOLBIOL 2C03,Genetics
2335,MOLBIOL 3B03,Advanced Cell Biology
2336,MOLBIOL 3D03,Experimental Approaches in Cell Biology
2337,MOLBIOL 3I03 ,Independent Research Project
2338,MOLBIOL 3II3,Molecular Genetics of Eukaryotes
2339,MOLBIOL 3M03,Fundamental Concepts of Development
2340,MOLBIOL 3O03,Microbial Genetics
2341,MOLBIOL 3V03,Techniques in Molecular Genetics
2342,MOLBIOL 3Y03,Plant Responses to the Environment
2343,MOLBIOL 4BB3,Plant Metabolism and Molecular Biology
2344,MOLBIOL 4CT3,Current Topics in Molecular Biology and Genetics
2345,MOLBIOL 4DD3,Molecular Evolution
2346,MOLBIOL 4ED3,Evolutionary Developmental Biology
2347,MOLBIOL 4G12 ,Senior Thesis
2348,MOLBIOL 4H03,Molecular Biology of Cancer
2349,MOLBIOL 4K03,Research Advances in Biology of Aging
2350,MOLBIOL 4P03,Medical Microbiology
2351,MOLBIOL 4RR3,Human Genetics
2352,MOHAWK 1Z03,Introduction to Mohawk Language and Culture
2353,MOHAWK 2Z03,Intermediate Mohawk
2354,MUSIC 1A03,Introduction to the History of Western Music I
2355,MUSIC 1AA3,Introduction to the History of Western Music II
2356,MUSIC 1CB3,Theory and Analysis I
2357,MUSIC 1CR3,Rudiments of Music
2358,MUSIC 1DA3,Practical Musicianship I
2359,MUSIC 1DB3,Practical Musicianship II
2360,MUSIC 1E06 ,Solo Performance
2361,MUSIC 1EE6 ,Solo Performance
2362,MUSIC 1GB3 ,Ensemble Performance: McMaster Concert Band
2363,MUSIC 1GC3 ,Ensemble Performance: McMaster University Choir
2364,MUSIC 1GF3 ,Ensemble Performance: David Gerry Flute Ensemble
2365,MUSIC 1GJ3 ,Ensemble Performance: McMaster Jazz Band
2366,MUSIC 1GP3 ,Ensemble Performance: McMaster Percussion Ensemble
2367,MUSIC 1GR3 ,Ensemble Performance: McMaster Symphony Orchestra
2368,MUSIC 1GW3 ,Ensemble Performance: McMaster Cantemus Vocal Ensemble
2369,MUSIC 1HB0 ,Ensemble Performance: McMaster Concert Band
2370,MUSIC 1HC0 ,Ensemble Performance: McMaster University Choir
2371,MUSIC 1HF0 ,Ensemble Performance: David Gerry Flute Ensemble
2372,MUSIC 1HJ0 ,Ensemble Performance: McMaster Jazz Band
2373,MUSIC 1HP0 ,Ensemble Performance: McMaster Percussion Ensemble
2374,MUSIC 1HR0 ,Ensemble Performance: McMaster Symphony Orchestra
2375,MUSIC 1HW0 ,Ensemble Performance: McMaster Cantemus Vocal Ensemble
2376,MUSIC 2CA3,Theory and Analysis II
2377,MUSIC 2CB3,Theory and Analysis III
2378,MUSIC 2CU3,Music and Culture
2379,MUSIC 2DA3,Practical Musicianship III
2380,MUSIC 2E06 ,Solo Performance
2381,MUSIC 2EE6 ,Solo Performance
2382,MUSIC 2F03,Music for Film and Television
2383,MUSIC 2GB3 ,Ensemble Performance: McMaster Concert Band
2384,MUSIC 2GC3 ,Ensemble Performance: McMaster University Choir
2385,MUSIC 2GF3 ,Ensemble Performance: David Gerry Flute Ensemble
2386,MUSIC 2GJ3 ,Ensemble Performance: McMaster Jazz Band
2387,MUSIC 2GP3 ,Ensemble Performance: McMaster Percussion Ensemble
2388,MUSIC 2GR3 ,Ensemble Performance: McMaster Symphony Orchestra
2389,MUSIC 2GW3 ,Ensemble Performance: McMaster Cantemus Vocal Ensemble
2390,MUSIC 2II3,Popular Music in North America and the United Kingdom: Post-World War II
2391,MUSIC 2MC3,Psychology of Music
2392,MUSIC 2MT3,Introduction to the Practice of Music Therapy
2393,MUSIC 2MU3,Introduction to Music Therapy Research
2394,MUSIC 2SI3,Singing
2395,MUSIC 2TT3,Broadway and the Popular Song
2396,MUSIC 2WW3,Woodwinds
2397,MUSIC 3CP3,Constructing Counterpoint
2398,MUSIC 3E03,Solo Performance
2399,MUSIC 3E06 ,Solo Performance
2400,MUSIC 3EE3,Solo Performance
2401,MUSIC 3EE6 ,Solo Performance
2402,MUSIC 3GA3 ,Ensemble Performance: Accompanying
2403,MUSIC 3GB3 ,Ensemble Performance: McMaster Concert Band
2404,MUSIC 3GC3 ,Ensemble Performance: McMaster University Choir
2405,MUSIC 3GF3 ,Ensemble Performance: David Gerry Flute Ensemble
2406,MUSIC 3GJ3 ,Ensemble Performance: McMaster Jazz Band
2407,MUSIC 3GP3 ,Ensemble Performance: McMaster Percussion Ensemble
2408,MUSIC 3GR3 ,Ensemble Performance: McMaster Symphony Orchestra
2409,MUSIC 3GW3 ,Ensemble Performance: McMaster Cantemus Vocal Ensemble
2410,MUSIC 3J03,Orchestration and Arranging
2411,MUSIC 3JJ3,Topics in Music History: Music Before c. 1750
2412,MUSIC 3K03,Brass Methods
2413,MUSIC 3KK3,Topics in Music History: Music from c. 1750-c. 1900
2414,MUSIC 3O03,Conducting
2415,MUSIC 3P03,Percussion Methods
2416,MUSIC 3SI3,Vocal Pedagogy
2417,MUSIC 3SS3,Special Studies in Chamber Music or Accompanying I
2418,MUSIC 3WW3,Woodwind Pedagogy
2419,MUSIC 3X03,Independent Study
2420,MUSIC 4C03,Advanced Studies in Harmony and Counterpoint
2421,MUSIC 4E03,Solo Performance
2422,MUSIC 4E06 ,Solo Performance
2423,MUSIC 4E09 ,"Solo Performance, Diploma"
2424,MUSIC 4EE3,Solo Performance
2425,MUSIC 4EE6 ,Solo Performance
2426,MUSIC 4EE9 ,"Solo Performance, Diploma"
2427,MUSIC 4GA3 ,Ensemble Performance: Accompanying
2428,MUSIC 4GB3 ,Ensemble Performance: McMaster Concert Band
2429,MUSIC 4GC3 ,Ensemble Performance: McMaster University Choir
2430,MUSIC 4GF3 ,Ensemble Performance: David Gerry Flute Ensemble
2431,MUSIC 4GJ3 ,Ensemble Performance: McMaster Jazz Band
2432,MUSIC 4GP3 ,Ensemble Performance: McMaster Percussion Ensemble
2433,MUSIC 4GR3 ,Ensemble Performance: McMaster Symphony Orchestra
2434,MUSIC 4GW3 ,Ensemble Performance: McMaster Cantemus Vocal Ensemble
2435,MUSIC 4H03,Investigating Music
2436,MUSIC 4K03,Brass Methods
2437,MUSIC 4M03 ,String Methods
2438,MUSIC 4N03,Choral Methods
2439,MUSIC 4OI3,Advanced Conducting: Instrumental
2440,MUSIC 4SS3,Special Studies in Chamber Music or Accompanying II
2441,MUSIC 4X03,Advanced Independent Study
2442,MUSIC 4Y03,Topics in Music History: Advanced Musicology Seminar
2443,MUSIC 4Z03,Composing Music
2444,MUSIC 4ZZ3,Advanced Composition
2445,MUSICCOG 2MP3,Introduction to Music Cognition
2446,MUSICCOG 3QQ3 ,Experimental Laboratory in Music Cognition I
2447,MUSICCOG 3SP3,The Science of Performance
2448,MUSICCOG 4D06 ,Thesis in Music Cognition
2449,MUSICCOG 4MP3,Neuroscience of Music
2450,MUSICCOG 4QQ3 ,Experimental Laboratory in Music Cognition II
2451,NEUROSCI 2BB3 ,Research Practicum in Cellular/Molecular Neuroscience
2452,NEUROSCI 2CC3 ,Research Practicum in Systems/Circuits Neuroscience
2453,NEUROSCI 2DD3 ,Research Practicum in Behavioural/Cognitive Neuroscience
2454,NEUROSCI 2XN0 ,Neuroscience Tutorial
2455,NEUROSCI 3BB3 ,Individual Lab Study in Cellular/Molecular Neuroscience
2456,NEUROSCI 3BB6 ,Individual Lab Study in Cellular/Molecular Neuroscience
2457,NEUROSCI 3CC3 ,Individual Lab Study in Systems/Circuits Neuroscience
2458,NEUROSCI 3CC6 ,Individual Lab Study in Systems/Circuits Neuroscience
2459,NEUROSCI 3DD3 ,Individual Lab Study in Behavioural/Cognitive Neuroscience
2460,NEUROSCI 3DD6 ,Individual Lab Study Behavioural/Cognitive Neuroscience
2461,NEUROSCI 3E03,Neuroscience Lab
2462,NEUROSCI 3J03,Visual Neuroscience
2463,NEUROSCI 3MN3,Computational Models in Neuroscience
2464,NEUROSCI 3SN3,Neural Circuits
2465,NEUROSCI 4L09 ,Neuroscience Thesis
2466,NEUROSCI 4L12 ,Neuroscience Senior Thesis
2467,NEUROSCI 4S03 ,Neuroscience Seminar
2468,NEXUS 2A03,Impact of Infectious Disease on Individuals and Society
2469,NEXUS 4A06 ,How to Survive a Pandemic: Capstone Project for Nexus Minor
2470,NURSING 1F03,Introduction to Nursing and Health I for Basic Stream
2471,NURSING 1G03,Introduction to Nursing and Health II for Basic Stream
2472,NURSING 1I02,Introduction to Nursing Practice for Basic Stream
2473,NURSING 1J02,Professional Nursing Practice I for Basic Stream
2474,NURSING 1K02,Community Engagement and Citizenship for Basic Stream
2475,NURSING 1RP0,Reintegration Course
2476,NURSING 2A04,Introduction to Professional RN Practice I for Post Diploma RPN Stream
2477,NURSING 2AA3,Professional RN Practice II for Post Diploma RPN Stream
2478,NURSING 2I04,Introduction to Professional Nursing and Health for Accelerated Stream
2479,NURSING 2J04,Professional Nursing Practice II for Accelerated Stream
2480,NURSING 2L03,Professional Nursing Practice II for Basic Stream
2481,NURSING 2MM3,Nursing Concepts in Health and Illness I for Basic Stream
2482,NURSING 2NN3,Nursing Concepts in Health and Illness II for Basic Stream
2483,NURSING 2P03,Professional Nursing Practice III for Basic Stream
2484,NURSING 2U04,Introduction to Nursing Practice I for Accelerated Stream
2485,NURSING 2V04,Nursing Concepts in Health & Illness for Accelerated Stream I
2486,NURSING 3A04,Clinical Reasoning in RN Practice for Post Diploma RPN Stream
2487,NURSING 3CN3,"Nursing Practice with the Community: Populations, Partnerships, Politics and Power"
2488,NURSING 3IH3,Introduction to Indigenous Health Policy and Practice
2489,NURSING 3NI3,Introduction to Concepts in Northern and International Health
2490,NURSING 3QA3,Professional Community Nursing Practice
2491,NURSING 3QN3,Nursing Practice in Northern Communities
2492,NURSING 3RS3,Nursing Concepts in Health and Illness III for Post Diploma RPN Stream
2493,NURSING 3RT3,Nursing Concepts in Health and Illness IV for Post Diploma RPN Stream
2494,NURSING 3RY4,Professional Nursing Practice V for Post Diploma RPN Stream
2495,NURSING 3SS3,Nursing Concepts in Health and Illness III for Basic Stream
2496,NURSING 3TT3,Nursing Concepts in Health and Illness IV for Basic Stream
2497,NURSING 3V03,Nursing Concepts in Health & Illness for Accelerated Stream II
2498,NURSING 3X04,Professional Nursing Practice IV
2499,NURSING 3Y04,Professional Nursing Practice V
2500,NURSING 3ZA3,Professional Nursing Practice III for Accelerated Stream
2501,NURSING 3ZB3,Professional Nursing Practice IV for Accelerated Stream
2502,NURSING 4H03,Introduction to Concepts in Global Health
2503,NURSING 4J07,Professional Nursing Practice VI
2504,NURSING 4K10,Professional Practice and the New Graduate
2505,NURSING 4P04,Advanced Nursing Concepts I
2506,NURSING 4Q03,Advanced Nursing Concepts II
2507,OJIBWE 1Z03,Introduction to Ojibwe Language and Culture
2508,OJIBWE 2Z03,Intermediate Ojibwe
2509,PHARMAC 3A06 ,Introduction to Pharmacology
2510,PHARMAC 3B06 ,Methods in Pharmacology
2511,PHARMAC 4A03,Receptor-Drug Interactions
2512,PHARMAC 4AA3,Advanced Topics in Pharmacology
2513,PHARMAC 4C03,Principles of Toxicology
2514,PHARMAC 4D03,Drug Design
2515,PHARMAC 4E03,Social Pharmacology
2516,PHARMAC 4T15,Senior Thesis
2517,PHILOS 1A03,Philosophical Texts
2518,PHILOS 1B03,"Philosophy, Law and Society"
2519,PHILOS 1E03,Philosophical Questions
2520,PHILOS 1F03,Meaning in Life
2521,PHILOS 2B03,Introductory Logic
2522,PHILOS 2CT3,Critical Thinking
2523,PHILOS 2D03,Bioethics
2524,PHILOS 2E03,Classical Chinese Philosophy
2525,PHILOS 2F03,Philosophical Psychology
2526,PHILOS 2G03,Social and Political Issues
2527,PHILOS 2H03,Aesthetics
2528,PHILOS 2LA3,Latin American Philosophy
2529,PHILOS 2N03,Business Ethics
2530,PHILOS 2P03,Ancient Greek Philosophy
2531,PHILOS 2Q03,"Justice, Political Philosophy, and Law"
2532,PHILOS 2S03,History of Political Philosophy
2533,PHILOS 2TT3,Ethical Issues in Communication
2534,PHILOS 2U03,Philosophy of Health and Medicine
2535,PHILOS 2X03,Early Modern Philosophy
2536,PHILOS 2YY3,Ethics
2537,PHILOS 2ZZ3,Philosophy of Love and Sex
2538,PHILOS 3B03,European Philosophy from Nietzsche to World War II
2539,PHILOS 3C03,Advanced Bioethics
2540,PHILOS 3CC3,Advanced Ethics
2541,PHILOS 3D03,Philosophy of Science
2542,PHILOS 3E03,Philosophy of Language
2543,PHILOS 3EE3,Contemporary Continental Philosophy
2544,PHILOS 3GH3,Global Health Ethics
2545,PHILOS 3HH3,Metaphysics
2546,PHILOS 3I03,Philosophy and Feminism
2547,PHILOS 3L03,Environmental Philosophy
2548,PHILOS 3MI3,Philosophy of Mind
2549,PHILOS 3N03,Political Philosophy
2550,PHILOS 3NN3,Philosophy of the Enlightenment
2551,PHILOS 3O03,Theory of Knowledge
2552,PHILOS 3Q03,Philosophy of Law
2553,PHILOS 3SR3,Metaphysics of Social Reality
2554,PHILOS 3T03,Philosophy and Race
2555,PHILOS 3VV3,Kant
2556,PHILOS 3W03,Reading Course
2557,PHILOS 3WP3,Modern Women Philosophers
2558,PHILOS 3XX3,Plato
2559,PHILOS 3YY3,Hegel
2560,PHILOS 3ZZ3,Aristotle
2561,PHILOS 4A03,Early Modern Philosophy
2562,PHILOS 4C03,Philosophy of Constitutional Law
2563,PHILOS 4D03,History of Analytic Philosophy
2564,PHILOS 4JP3,"Topics in Justice, Political Philosophy, and Law"
